epoch,inference_time,ecp_score,epochs,seed,model_type
,32.16535663604736,0.2422874999999999,0.0,1.0,Diffusion
,32.21520209312439,0.0603075,40.0,1.0,Diffusion
,32.22824549674988,0.04925,80.0,1.0,Diffusion
,32.18695068359375,0.0454929999999999,120.0,1.0,Diffusion
,32.217671632766724,0.0329279999999999,160.0,1.0,Diffusion
,32.17545413970947,0.0363175,200.0,1.0,Diffusion
,32.09880065917969,0.0323399999999999,240.0,1.0,Diffusion
,32.16030812263489,0.0319999999999999,280.0,1.0,Diffusion
,32.06810450553894,0.0270269999999999,320.0,1.0,Diffusion
,32.05849003791809,0.0379225,360.0,1.0,Diffusion
,32.137951135635376,0.0353224999999999,400.0,1.0,Diffusion
,32.10229825973511,0.0448175,440.0,1.0,Diffusion
,32.08482551574707,0.0405899999999999,480.0,1.0,Diffusion
,32.02408719062805,0.0404625,520.0,1.0,Diffusion
,32.02853202819824,0.0334179999999999,560.0,1.0,Diffusion
,31.876611709594727,0.0363174999999999,600.0,1.0,Diffusion
,31.788901329040527,0.039,640.0,1.0,Diffusion
,31.76907515525818,0.0455899999999999,680.0,1.0,Diffusion
,31.77380895614624,0.0415799999999999,720.0,1.0,Diffusion
,31.788347482681274,0.0433875,760.0,1.0,Diffusion
,31.568252325057983,0.044775,800.0,1.0,Diffusion
,31.71044397354126,0.0418624999999999,840.0,1.0,Diffusion
,31.703524112701416,0.0408775,880.0,1.0,Diffusion
,31.72799730300904,0.0362599999999999,920.0,1.0,Diffusion
,31.68350529670716,0.0379224999999999,960.0,1.0,Diffusion
,31.61440658569336,0.0389999999999999,1000.0,1.0,Diffusion
,31.586440086364743,0.0398924999999999,1040.0,1.0,Diffusion
,31.619452476501465,0.0347899999999999,1080.0,1.0,Diffusion
,31.5745153427124,0.0336599999999999,1120.0,1.0,Diffusion
,31.573171854019165,0.0421399999999999,1160.0,1.0,Diffusion
,31.61128258705139,0.0386099999999999,1200.0,1.0,Diffusion
,31.447859525680546,0.0383074999999999,1240.0,1.0,Diffusion
,31.545503616333008,0.0395999999999999,1280.0,1.0,Diffusion
,31.572576999664307,0.0319999999999999,1320.0,1.0,Diffusion
,31.56974220275879,0.0357699999999999,1360.0,1.0,Diffusion
,31.564186573028564,0.0389074999999999,1400.0,1.0,Diffusion
,31.54632449150085,0.0395999999999999,1440.0,1.0,Diffusion
,31.6056866645813,0.0339999999999999,1480.0,1.0,Diffusion
,31.56547856330872,0.0372399999999999,1520.0,1.0,Diffusion
,31.61672353744507,0.034,1560.0,1.0,Diffusion
,31.52209067344665,0.0363174999999999,1600.0,1.0,Diffusion
,31.59557580947876,0.0369375,1640.0,1.0,Diffusion
,31.592173099517822,0.0339999999999998,1680.0,1.0,Diffusion
,31.636935710906982,0.0386099999999999,1720.0,1.0,Diffusion
,31.62042093276977,0.0376199999999999,1760.0,1.0,Diffusion
,31.58862328529358,0.0385125,1800.0,1.0,Diffusion
,31.606794595718384,0.0389075,1840.0,1.0,Diffusion
,31.576131105422974,0.0363174999999999,1880.0,1.0,Diffusion
,31.57097029685974,0.0373124999999999,1920.0,1.0,Diffusion
,31.59256076812744,0.0391999999999999,1960.0,1.0,Diffusion
,31.40640234947205,0.2612924999999999,0.0,2.0,Diffusion
,31.4645471572876,0.0767999999999999,40.0,2.0,Diffusion
,31.513412475585938,0.0564525,80.0,2.0,Diffusion
,31.44952130317688,0.048,120.0,2.0,Diffusion
,31.5231568813324,0.0343275,160.0,2.0,Diffusion
,31.439494371414185,0.0261025,200.0,2.0,Diffusion
,31.46391010284424,0.0320125,240.0,2.0,Diffusion
,31.46259593963623,0.0349674999999999,280.0,2.0,Diffusion
,31.43138098716736,0.0342999999999999,320.0,2.0,Diffusion
,31.509312629699707,0.0316799999999999,360.0,2.0,Diffusion
,31.45394992828369,0.0329975,400.0,2.0,Diffusion
,31.388384580612183,0.0487575,440.0,2.0,Diffusion
,31.41208410263061,0.0362599999999999,480.0,2.0,Diffusion
,31.47139525413513,0.0383074999999999,520.0,2.0,Diffusion
,31.47766494750977,0.0346499999999999,560.0,2.0,Diffusion
,31.465232372283936,0.0394875,600.0,2.0,Diffusion
,31.50915551185608,0.0353224999999999,640.0,2.0,Diffusion
,31.47478103637696,0.03762,680.0,2.0,Diffusion
,31.459620475769043,0.0342999999999999,720.0,2.0,Diffusion
,31.496569395065308,0.0442774999999999,760.0,2.0,Diffusion
,31.45602464675904,0.0306899999999999,800.0,2.0,Diffusion
