tv,hl,wa,seed,epochs,model_type,theta_index
0.075000010728836,0.0772349360316524,0.0497154441886569,1,0,Diffusion,0
0.0640000035762786,0.0664219719739098,0.0400580622253686,1,0,Diffusion,1
0.0669999785423278,0.0693999340567664,0.0573679741289017,1,2000,Diffusion,0
0.0490000011920928,0.0763717554493751,0.0338343484184774,1,2000,Diffusion,1
0.0479999713897705,0.0648821694186932,0.0369067880009299,1,4000,Diffusion,0
0.0592424368858337,0.0661311348633595,0.0415397018773496,1,4000,Diffusion,1
0.0589999713897705,0.082234310490808,0.0450847482150197,1,6000,Diffusion,0
0.03100004529953,0.0639784183624371,0.0259703842968282,1,6000,Diffusion,1
0.0616666865348816,0.078739254815405,0.0482684328597728,1,8000,Diffusion,0
0.0426161465644836,0.0749524041663175,0.0134527041735827,1,8000,Diffusion,1
0.0429999904632568,0.0653234521176463,0.0477424627658083,1,10000,Diffusion,0
0.0469999964237213,0.072720040734474,0.0373777050704855,1,10000,Diffusion,1
0.0530000047683716,0.0693128475684695,0.049725923264384,1,12000,Diffusion,0
0.0310000262260436,0.0617390500099438,0.0171535570366915,1,12000,Diffusion,1
0.0479292917251586,0.0804785056455745,0.0287822080377193,1,14000,Diffusion,0
0.043000033378601,0.0848603932212826,0.0233538671524638,1,14000,Diffusion,1
0.0469999952316284,0.0677877415561766,0.0450986918934219,1,16000,Diffusion,0
0.0347474789619446,0.0634776631707994,0.0139831044557458,1,16000,Diffusion,1
0.0480000017881393,0.0723885768840063,0.0401911020408766,1,18000,Diffusion,0
0.0260000035762786,0.0615965351676168,0.033335535566741,1,18000,Diffusion,1
0.0479999976158141,0.0711751382980368,0.0404192833140882,1,20000,Diffusion,0
0.0369999940395355,0.068270067985955,0.032283802232147,1,20000,Diffusion,1
0.0420000035762787,0.065437713166186,0.0442555860984488,1,22000,Diffusion,0
0.03300004529953,0.0605786339923116,0.0268678137112029,1,22000,Diffusion,1
0.0529999964237213,0.0752101432036233,0.0424958175835789,1,24000,Diffusion,0
0.0309999994039535,0.0699629914863682,0.0210032346452241,1,24000,Diffusion,1
0.0439999916553497,0.0671127671801648,0.0358364752413479,1,26000,Diffusion,0
0.0259999845027923,0.0621462132477852,0.0324640204407445,1,26000,Diffusion,1
0.0490000011920928,0.0775159982461329,0.0441550759913447,1,28000,Diffusion,0
0.0310000047683716,0.0638958653415671,0.0280565037310227,1,28000,Diffusion,1
0.0639999868869781,0.0785003181209475,0.0389689407410634,1,30000,Diffusion,0
0.0340000166893005,0.0671467654949393,0.0185366411131696,1,30000,Diffusion,1
0.0389999940395355,0.0705889704707969,0.0317605496996851,1,32000,Diffusion,0
0.0379999809265136,0.074737271372791,0.0255188863398906,1,32000,Diffusion,1
0.037999988079071,0.0660598290241747,0.0329382974027889,1,34000,Diffusion,0
0.0469999785423279,0.0660366597700293,0.0363849029298134,1,34000,Diffusion,1
0.0509999952316284,0.0735273236102179,0.0450122054416015,1,36000,Diffusion,0
0.0299999964237213,0.0650599272450796,0.0316741050130257,1,36000,Diffusion,1
0.0509999976158142,0.0766421143333459,0.0384819470078593,1,38000,Diffusion,0
0.0370000143051147,0.0744828268853679,0.0284919911650599,1,38000,Diffusion,1
0.0500000047683715,0.0688770900714661,0.0395038337129973,1,40000,Diffusion,0
0.0319999868869781,0.0586195158917874,0.0424445842038506,1,40000,Diffusion,1
0.0439999964237213,0.0651903251740991,0.0418543524150962,1,42000,Diffusion,0
0.0309999785423278,0.0599868371976743,0.0369680717546655,1,42000,Diffusion,1
0.0700000023841858,0.0907713476082918,0.0455324176008147,1,44000,Diffusion,0
0.0290000429153441,0.065836318683408,0.0297461763060456,1,44000,Diffusion,1
0.054999988079071,0.0740077231130306,0.0396538874712373,1,46000,Diffusion,0
0.0450000035762787,0.0655812978538551,0.0425827701179856,1,46000,Diffusion,1
0.0550000011920928,0.0743087253900575,0.041630336862147,1,48000,Diffusion,0
0.0489999761581421,0.0707914671905591,0.0394755667298336,1,48000,Diffusion,1
0.051999998807907,0.0799171254563805,0.0349900675651466,1,50000,Diffusion,0
0.0379999833106994,0.067868517460288,0.0393968019685863,1,50000,Diffusion,1
0.0460000005960464,0.0733621068397997,0.0294683200292326,1,52000,Diffusion,0
0.0359999856948852,0.06908554437151,0.0289096286933686,1,52000,Diffusion,1
0.0379999964237213,0.0737628016395923,0.029670514403671,1,54000,Diffusion,0
0.0469999785423279,0.0663033616941632,0.0411444789743001,1,54000,Diffusion,1
0.0589999868869781,0.0766259931945097,0.0427008228567818,1,56000,Diffusion,0
0.0360000047683715,0.0662174621577955,0.0388866861390502,1,56000,Diffusion,1
0.0479999761581421,0.0661033983836032,0.0395467890556225,1,58000,Diffusion,0
0.0299999964237213,0.0599425310685781,0.031716091490018,1,58000,Diffusion,1
0.0599999964237213,0.0750603681683255,0.0491022425469938,1,60000,Diffusion,0
0.036,0.0680234720658573,0.0318758521921553,1,60000,Diffusion,1
0.0399999833106994,0.0724041515283379,0.0325568929083952,1,62000,Diffusion,0
0.0229999976158142,0.058315388184543,0.0335725678898281,1,62000,Diffusion,1
0.0479999964237213,0.0681166840636158,0.044879149325188,1,64000,Diffusion,0
0.0349999976158141,0.0632104683946228,0.0366524101110471,1,64000,Diffusion,1
0.0469999952316284,0.0733429307462297,0.0355819068133529,1,66000,Diffusion,0
0.0369999928474426,0.0659207020684166,0.0317797937471731,1,66000,Diffusion,1
0.0559999964237213,0.0748932441662268,0.0393635297188831,1,68000,Diffusion,0
0.0400000047683715,0.0680326414526611,0.0362315863679767,1,68000,Diffusion,1
0.0489999976158142,0.0788349913384587,0.038798544743029,1,70000,Diffusion,0
0.0459999976158141,0.0670512628942744,0.0398724196583355,1,70000,Diffusion,1
0.0479999976158141,0.0754036419635491,0.0347112569603395,1,72000,Diffusion,0
0.0299999976158142,0.0652408477511812,0.0340682059220997,1,72000,Diffusion,1
0.0450000023841857,0.0698714321022157,0.0370399335595362,1,74000,Diffusion,0
0.0299999821186065,0.0615816133153541,0.0319243530282194,1,74000,Diffusion,1
0.0559999940395355,0.0757176060972377,0.0422427230864015,1,76000,Diffusion,0
0.0389999952316283,0.0628399431984054,0.0358859567363098,1,76000,Diffusion,1
0.0419999964237213,0.0720727145059002,0.0382000298462272,1,78000,Diffusion,0
0.0430000047683715,0.06582363169588,0.0380721763102234,1,78000,Diffusion,1
0.0419999964237213,0.0706796721673531,0.0393864244546585,1,80000,Diffusion,0
0.0369999773502349,0.0656114658973548,0.0356946937017942,1,80000,Diffusion,1
0.0479999999999999,0.070929952566109,0.041386148566143,1,82000,Diffusion,0
0.0349999952316284,0.0636903411675374,0.0365663110990256,1,82000,Diffusion,1
0.0399999964237213,0.0691906340201084,0.0331451281814854,1,84000,Diffusion,0
0.0430000035762787,0.064037744761423,0.0372908347974265,1,84000,Diffusion,1
0.0479999964237213,0.0756377697851171,0.0350797819149675,1,86000,Diffusion,0
0.0319999856948852,0.0608834252689242,0.0334958349080669,1,86000,Diffusion,1
0.0470000011920928,0.0735001755261271,0.0345854506261236,1,88000,Diffusion,0
0.0369999964237213,0.0682402330791209,0.032965288612255,1,88000,Diffusion,1
0.0430000005960464,0.0739469348946822,0.0355294164844243,1,90000,Diffusion,0
0.0349999773502349,0.0588898835489305,0.0371891656584945,1,90000,Diffusion,1
0.0389999964237213,0.0711762751370134,0.0349777251364862,1,92000,Diffusion,0
0.0310000023841857,0.0628325957997002,0.0350911052785592,1,92000,Diffusion,1
0.0469999952316284,0.0717628625366796,0.0356778266285156,1,94000,Diffusion,0
0.0330000023841857,0.0627763546693079,0.0342892244312393,1,94000,Diffusion,1
0.0420000035762787,0.072521937278384,0.034206497134781,1,96000,Diffusion,0
0.0319999940395355,0.0665678895639779,0.0331370899052004,1,96000,Diffusion,1
0.0439999761581421,0.0693294165620078,0.0368153469287773,1,98000,Diffusion,0
0.032999988079071,0.0645065099758049,0.0342450725984818,1,98000,Diffusion,1
0.0539999976158142,0.0823440121443898,0.0342509279196011,1,100000,Diffusion,0
0.0289999976158142,0.0615909324049787,0.0312875097654728,1,100000,Diffusion,1
0.1169999523162841,0.0876530488894053,0.06669075930233,2,0,Diffusion,0
