epoch,inference_time,ecp_score,epochs,seed,model_type
,32.010448694229126,0.2155999999999999,0.0,1.0,Diffusion
,32.02148938179016,0.0486939999999999,40.0,1.0,Diffusion
,32.01358461380005,0.018142,80.0,1.0,Diffusion
,31.993119955062863,0.03977,120.0,1.0,Diffusion
,32.01998257637024,0.03072,160.0,1.0,Diffusion
,31.98175287246704,0.04531,200.0,1.0,Diffusion
,32.02669048309326,0.0400475,240.0,1.0,Diffusion
,32.01829147338867,0.0443625,280.0,1.0,Diffusion
,32.02248573303223,0.03332,320.0,1.0,Diffusion
,31.99661993980408,0.0262625,360.0,1.0,Diffusion
,31.91820335388184,0.03281,400.0,1.0,Diffusion
,31.984265327453613,0.0287625,440.0,1.0,Diffusion
,32.010382652282715,0.05136,480.0,1.0,Diffusion
,31.98597502708435,0.03773,520.0,1.0,Diffusion
,32.00214529037476,0.03136,560.0,1.0,Diffusion
,31.997340202331543,0.03724,600.0,1.0,Diffusion
,32.006341218948364,0.0265375,640.0,1.0,Diffusion
,32.10422110557556,0.039975,680.0,1.0,Diffusion
,32.073102951049805,0.04334,720.0,1.0,Diffusion
,32.071393966674805,0.02744,760.0,1.0,Diffusion
,32.0095419883728,0.03283,800.0,1.0,Diffusion
,31.98712587356568,0.02425,840.0,1.0,Diffusion
,32.03628444671631,0.03185,880.0,1.0,Diffusion
,32.045339584350586,0.0297375,920.0,1.0,Diffusion
,32.070639848709106,0.02561,960.0,1.0,Diffusion
,32.05346131324768,0.0324949999999999,1000.0,1.0,Diffusion
,32.08543133735657,0.03315,1040.0,1.0,Diffusion
,32.07842707633972,0.0307125,1080.0,1.0,Diffusion
,32.101001024246216,0.0355875,1120.0,1.0,Diffusion
,32.08636474609375,0.0392,1160.0,1.0,Diffusion
,32.09097409248352,0.03281,1200.0,1.0,Diffusion
,32.01309275627136,0.0351,1240.0,1.0,Diffusion
,32.087775468826294,0.0346125000000001,1280.0,1.0,Diffusion
,32.11090970039368,0.02895,1320.0,1.0,Diffusion
,32.096237897872925,0.0343,1360.0,1.0,Diffusion
,32.12469482421875,0.02925,1400.0,1.0,Diffusion
,32.12520384788513,0.02535,1440.0,1.0,Diffusion
,32.09532022476196,0.02891,1480.0,1.0,Diffusion
,32.09345841407776,0.02695,1520.0,1.0,Diffusion
,32.119922399520874,0.03366,1560.0,1.0,Diffusion
,32.07600951194763,0.0300425,1600.0,1.0,Diffusion
,32.03288197517395,0.0316875,1640.0,1.0,Diffusion
,32.10842776298523,0.03315,1680.0,1.0,Diffusion
,32.08189296722412,0.0355875,1720.0,1.0,Diffusion
,32.10370492935181,0.036075,1760.0,1.0,Diffusion
,32.08421206474304,0.02842,1800.0,1.0,Diffusion
,32.11739230155945,0.03104,1840.0,1.0,Diffusion
,32.1401047706604,0.027985,1880.0,1.0,Diffusion
,32.10774779319763,0.030555,1920.0,1.0,Diffusion
,32.075419664382935,0.03686,1960.0,1.0,Diffusion
,32.05802917480469,0.2935374999999999,0.0,2.0,Diffusion
,32.07137489318848,0.0585599999999999,40.0,2.0,Diffusion
,32.08452606201172,0.039565,80.0,2.0,Diffusion
,32.030285358428955,0.0419775,120.0,2.0,Diffusion
,32.0414834022522,0.043165,160.0,2.0,Diffusion
,32.047446966171265,0.041925,200.0,2.0,Diffusion
,32.05535554885864,0.037345,240.0,2.0,Diffusion
,32.063162088394165,0.034125,280.0,2.0,Diffusion
,32.05328130722046,0.04171,320.0,2.0,Diffusion
,32.03776526451111,0.03038,360.0,2.0,Diffusion
,31.994876384735107,0.0265375,400.0,2.0,Diffusion
,32.00244116783142,0.0361875,440.0,2.0,Diffusion
,32.064576625823975,0.03577,480.0,2.0,Diffusion
,32.032799243927,0.02401,520.0,2.0,Diffusion
,32.07801866531372,0.0287624999999999,560.0,2.0,Diffusion
,32.049046993255615,0.0318449999999999,600.0,2.0,Diffusion
,32.0512900352478,0.022195,640.0,2.0,Diffusion
,32.06191158294678,0.04165,680.0,2.0,Diffusion
,32.044785261154175,0.032175,720.0,2.0,Diffusion
,32.06662702560425,0.0348575,760.0,2.0,Diffusion
,32.071505308151245,0.034125,800.0,2.0,Diffusion
,32.00137162208557,0.03528,840.0,2.0,Diffusion
,32.03419733047485,0.03675,880.0,2.0,Diffusion
,32.07000970840454,0.0355875,920.0,2.0,Diffusion
