tv,hl,wa,seed,epochs,model_type,theta_index
0.328405092716217,0.5097156472461402,0.1586817183842486,1,0,Diffusion,0
0.2813146131038666,0.4286654315307754,0.1374179885744023,1,0,Diffusion,1
0.3206044018268585,0.4154744281698282,0.1369627121194807,1,0,Diffusion,2
0.295705890417099,0.4769489818678412,0.1529524067617339,1,0,Diffusion,3
0.2129999999999999,0.3219262132693138,0.1223696297995554,1,40,Diffusion,0
0.2205000178813934,0.4546798541236229,0.1518367004852345,1,40,Diffusion,1
0.2713157904148102,0.4088042711412357,0.1348605342013702,1,40,Diffusion,2
0.2464166865348815,0.346199168794391,0.1351116415493654,1,40,Diffusion,3
0.1685509595870972,0.1994630375312167,0.0855732108984266,1,80,Diffusion,0
0.1590000047683716,0.1809773960678439,0.0712449594471526,1,80,Diffusion,1
0.1478283011913299,0.1679912329991397,0.0759375338013754,1,80,Diffusion,2
0.115877562880516,0.1778735682428947,0.0592362376033832,1,80,Diffusion,3
0.196999988079071,0.1649546859495589,0.1257864736837895,1,120,Diffusion,0
0.1269999976158142,0.1209518008362172,0.0837427748640906,1,120,Diffusion,1
0.0959999964237213,0.0846185073241672,0.0712551962502856,1,120,Diffusion,2
0.1579999868869781,0.1447541737915949,0.1044234598200426,1,120,Diffusion,3
0.2469999952316284,0.179381198625262,0.1731873998137491,1,160,Diffusion,0
0.1559999904632568,0.118432954617019,0.1187072463296668,1,160,Diffusion,1
0.0389999976158141,0.0425413519402171,0.0336794027484832,1,160,Diffusion,2
0.0919999666213989,0.0701425850222029,0.0732893414558049,1,160,Diffusion,3
0.1350000143051147,0.1045227802611074,0.0945438395830262,1,200,Diffusion,0
0.1730000095367432,0.1123704193184957,0.1262506594866344,1,200,Diffusion,1
0.1529999570846557,0.0926140606279138,0.1123913759714431,1,200,Diffusion,2
0.0429999856948852,0.0424015944670105,0.050598128256555,1,200,Diffusion,3
0.1170000047683715,0.0973855165463543,0.0870155841608655,1,240,Diffusion,0
0.1210000190734863,0.0950933020218911,0.037972424211085,1,240,Diffusion,1
0.0639999761581421,0.0442743973990416,0.0500086958786113,1,240,Diffusion,2
0.0350000143051147,0.0481185997263884,0.0431205815209328,1,240,Diffusion,3
0.0520000083446502,0.0530187039990851,0.0280414197665225,1,280,Diffusion,0
0.128,0.0849428450448888,0.1011277505683598,1,280,Diffusion,1
0.0480000017881393,0.0391402910400329,0.041612035612221,1,280,Diffusion,2
0.109999988079071,0.0687713735261505,0.0843732216592653,1,280,Diffusion,3
0.1730000095367432,0.1353971345236896,0.0637440729978042,1,320,Diffusion,0
0.0660000023841858,0.054353386645472,0.0174437882878722,1,320,Diffusion,1
0.0560000143051147,0.0522562559519328,0.0161129505666395,1,320,Diffusion,2
0.2779999952316284,0.1928238219100303,0.0995794816868889,1,320,Diffusion,3
0.1629999952316284,0.1289800713866297,0.1145754641129789,1,360,Diffusion,0
0.1219999845027923,0.108223174814393,0.0897259503856302,1,360,Diffusion,1
0.0470000154972076,0.05447846526883,0.0129126875652539,1,360,Diffusion,2
0.0410000083446502,0.0536174638042467,0.0205654965612245,1,360,Diffusion,3
0.1030000023841857,0.1046179806952137,0.0727582206061145,1,400,Diffusion,0
0.0400000017881393,0.0736523816604312,0.0299229339392259,1,400,Diffusion,1
0.1140000047683715,0.0941995223575631,0.0879970058462342,1,400,Diffusion,2
0.0839999833106994,0.0663340473966742,0.0671920827681264,1,400,Diffusion,3
0.0999999928474426,0.1051589763901028,0.070513671054499,1,440,Diffusion,0
0.067000033378601,0.1062740361018999,0.0294185393489219,1,440,Diffusion,1
0.0619999856948852,0.0673861073761224,0.0129552369419994,1,440,Diffusion,2
0.0230000429153441,0.0577468956900306,0.0217299952700613,1,440,Diffusion,3
0.1339999570846557,0.1043978194867285,0.0996833894676033,1,480,Diffusion,0
0.0410000047683715,0.0554575770718272,0.0499069949882941,1,480,Diffusion,1
0.2209999761581421,0.1481026905165811,0.1528782045631647,1,480,Diffusion,2
0.1559999976158141,0.1043334296145168,0.1158758148961764,1,480,Diffusion,3
0.1249999952316284,0.1103482225470175,0.0932616980110846,1,520,Diffusion,0
0.1310000119209289,0.1017618538968521,0.096262997609029,1,520,Diffusion,1
0.0239999928474425,0.0605224146257627,0.0280062273577261,1,520,Diffusion,2
0.1119999618530273,0.074935332751258,0.0891591908555835,1,520,Diffusion,3
0.1200000190734863,0.086680140978043,0.0297013030544358,1,560,Diffusion,0
0.0940000023841858,0.0741147765898191,0.0205007925764544,1,560,Diffusion,1
0.077999998807907,0.0622308744916235,0.0154340279553531,1,560,Diffusion,2
0.0419999666213989,0.0487622481994651,0.0451424018848944,1,560,Diffusion,3
0.1249999618530273,0.0829743716934811,0.0970188430587427,1,600,Diffusion,0
0.0669999999999999,0.0575478891566904,0.0645804945053292,1,600,Diffusion,1
0.0759999785423278,0.0522910540210039,0.0664753357709454,1,600,Diffusion,2
0.105000010728836,0.0762280415181807,0.0255795399144607,1,600,Diffusion,3
0.117999976158142,0.1026042110776171,0.0905591639881076,1,640,Diffusion,0
0.1370000226497649,0.1035902428066109,0.042501951191588,1,640,Diffusion,1
0.0210000405311584,0.0561735718147588,0.0253876074197305,1,640,Diffusion,2
0.048000005364418,0.0465478351167763,0.0277045993610372,1,640,Diffusion,3
0.0609999952316284,0.0562872638599782,0.0179546695674718,1,680,Diffusion,0
0.0630000089406967,0.044211685603781,0.0307666184398202,1,680,Diffusion,1
0.0609999976158142,0.0486213996131816,0.0225048449959083,1,680,Diffusion,2
0.0980000190734863,0.0654248460890805,0.0223378003947937,1,680,Diffusion,3
0.1120000047683715,0.0955406829375159,0.087217543745327,1,720,Diffusion,0
0.0889999952316284,0.0877262832211983,0.0627611930555644,1,720,Diffusion,1
0.116999976158142,0.0781643671874131,0.0905184189722246,1,720,Diffusion,2
0.133999976158142,0.0975206941520453,0.1015436938190365,1,720,Diffusion,3
0.0600000190734862,0.079220726520731,0.0136088214574546,1,760,Diffusion,0
0.0799999976158142,0.0876822350182024,0.0617238881357291,1,760,Diffusion,1
0.1709999976158142,0.1191075057679186,0.1262643778001425,1,760,Diffusion,2
0.0770000429153442,0.0699062940888574,0.0164645152959639,1,760,Diffusion,3
0.1430000071525573,0.0986159258696525,0.1008228197055666,1,800,Diffusion,0
0.2220000071525574,0.1560305214216495,0.0781093518516058,1,800,Diffusion,1
0.0759999797344208,0.0665021132141382,0.0695445985042611,1,800,Diffusion,2
0.0930000059604644,0.0660655766501771,0.020011726228694,1,800,Diffusion,3
0.0690000154972076,0.075235045596735,0.010874484728772,1,840,Diffusion,0
0.0670000166893005,0.0539660732724455,0.0172609139634461,1,840,Diffusion,1
0.0870000095367431,0.0721633890596188,0.0186691430225713,1,840,Diffusion,2
0.0560000077486038,0.0548736642692569,0.0113540835968655,1,840,Diffusion,3
0.0900000405311584,0.0952662925254856,0.0211976363586442,1,880,Diffusion,0
0.044000010728836,0.0555747123533632,0.0190649672545131,1,880,Diffusion,1
0.0869999988079071,0.0829663347974667,0.0760942765426288,1,880,Diffusion,2
0.1150000429153442,0.1024349347907795,0.038304389565826,1,880,Diffusion,3
0.0290000143051147,0.0651872653279133,0.0329261174504152,1,920,Diffusion,0
0.0480000023841857,0.0690818696901707,0.0448839284595637,1,920,Diffusion,1
0.0459999999999999,0.0494118372795938,0.0513651664820172,1,920,Diffusion,2
0.0649999856948853,0.0629178361830415,0.0591320352056733,1,920,Diffusion,3
0.1799999690055846,0.121708430216221,0.1281503110336549,1,960,Diffusion,0
0.1839999618530273,0.128803298600035,0.1249779832427921,1,960,Diffusion,1
0.0650000065565109,0.0572996714715515,0.0140838799758727,1,960,Diffusion,2
0.0560000143051147,0.0553338122929222,0.0575396947510345,1,960,Diffusion,3
0.044,0.0525720522850344,0.049453147495771,1,1000,Diffusion,0
0.1209999928474426,0.0875325956708429,0.1005421482610262,1,1000,Diffusion,1
0.0979999928474426,0.0669094917946208,0.0835902288023251,1,1000,Diffusion,2
0.037999988079071,0.0458204199949882,0.0473690496880842,1,1000,Diffusion,3
0.0290000143051147,0.0552095364162603,0.0345306104729799,1,1040,Diffusion,0
0.0779999976158142,0.0721584327434262,0.0685252984446992,1,1040,Diffusion,1
0.0979999904632568,0.0672581542276787,0.082464734589439,1,1040,Diffusion,2
0.1009999952316283,0.0743770884272129,0.0791675648815747,1,1040,Diffusion,3
0.0290000013411045,0.0513198232356592,0.0325581135273667,1,1080,Diffusion,0
0.085000022649765,0.0703118787015092,0.0168493553214314,1,1080,Diffusion,1
0.0330000429153442,0.0541358703488401,0.0175002216673305,1,1080,Diffusion,2
0.0390000023841858,0.0445016304938633,0.0447719693895481,1,1080,Diffusion,3
0.0869999856948852,0.0615446220939809,0.071222334651571,1,1120,Diffusion,0
0.1610000202655792,0.1191881112331059,0.0529447057944828,1,1120,Diffusion,1
0.0490000035762786,0.0445993809539515,0.0254227242849483,1,1120,Diffusion,2
0.0770000178813934,0.0531720398181672,0.0369046184919323,1,1120,Diffusion,3
0.0370000262260437,0.0703389008431414,0.028832067843109,1,1160,Diffusion,0
0.0339999845027923,0.0671379901595434,0.0350197287655549,1,1160,Diffusion,1
0.0689999904632568,0.0652324613876174,0.061687408437586,1,1160,Diffusion,2
0.0960000047683715,0.0805525853181076,0.0778277137144014,1,1160,Diffusion,3
0.098999988079071,0.0731310499308612,0.0754726514963407,1,1200,Diffusion,0
0.0200000023841857,0.0483426226788345,0.034083175818023,1,1200,Diffusion,1
0.0829999737739562,0.0655015403555803,0.0727882638637459,1,1200,Diffusion,2
0.0490000166893005,0.0517447685278533,0.0204237701036569,1,1200,Diffusion,3
0.0490000083446502,0.0581346997797111,0.0149969582568196,1,1240,Diffusion,0
0.0949999785423278,0.0774645238153002,0.0768364025355608,1,1240,Diffusion,1
0.0409999988079071,0.049003524434029,0.0470347730869148,1,1240,Diffusion,2
0.1109999976158142,0.0819167056547502,0.0852413517990454,1,1240,Diffusion,3
0.0790000143051147,0.0651893062100019,0.0643374180682445,1,1280,Diffusion,0
0.0319999976158141,0.0422048005187083,0.0432985551104145,1,1280,Diffusion,1
0.0540000143051147,0.0582671327620289,0.0095429037938937,1,1280,Diffusion,2
0.0320000190734863,0.0466388747983272,0.0354513535761249,1,1280,Diffusion,3
0.0829999690055847,0.0636407601024781,0.0715498963714952,1,1320,Diffusion,0
0.0250000023841857,0.0488907750302042,0.0291780074250586,1,1320,Diffusion,1
0.0590000077486038,0.0543455765744658,0.0126606671848858,1,1320,Diffusion,2
0.112999988079071,0.0830294753626871,0.0884531971182501,1,1320,Diffusion,3
0.102999976158142,0.0743430120210762,0.0752747069816847,1,1360,Diffusion,0
0.0479999976158141,0.057920675071622,0.0185695841871684,1,1360,Diffusion,1
0.0769999904632568,0.0675808995767525,0.0643273686131928,1,1360,Diffusion,2
